datetime,direction,score,pos_size,tp_pct,sl_pct,rr_actual,result,pnl,capital_after,conf_4h,conf_15m_dir,conf_15m_opp,atr_15m,atr_4h_used,macro_ema,trade_pct
2025-08-11 06:15:00,LONG,67.9,119.64,1.7933,0.8966,2.0,LOSS,-1.311,1111.64,0.7265,0.498,0.2956,0.2636,0.8966,5.3499,0.1075
2025-09-12 16:00:00,LONG,65.25,111.16,1.5704,0.7852,2.0,WIN,1.5217,1113.16,0.7301,0.498,0.2956,0.2035,0.7852,3.262,0.1
2025-09-12 18:30:00,LONG,65.24,111.32,1.5704,0.7852,2.0,LOSS,-1.0958,1112.06,0.7301,0.498,0.2813,0.2018,0.7852,3.262,0.1
2025-10-01 08:30:00,LONG,69.57,102.87,1.6533,0.8266,2.0,WIN,1.4932,1113.56,0.7637,0.4943,0.2956,0.2188,0.8266,3.1498,0.0925
2025-10-01 09:30:00,LONG,69.86,103.0,1.6533,0.8266,2.0,WIN,1.4952,1115.05,0.7637,0.498,0.2956,0.2715,0.8266,3.1498,0.0925
2025-10-01 10:30:00,LONG,69.69,103.14,1.6533,0.8266,2.0,WIN,1.4972,1116.55,0.7637,0.498,0.2813,0.2409,0.8266,3.1498,0.0925
2025-10-01 11:30:00,LONG,69.56,103.28,1.6533,0.8266,2.0,WIN,1.4992,1118.05,0.7637,0.5556,0.2813,0.2178,0.8266,3.1498,0.0925
2025-10-01 13:00:00,LONG,66.61,111.8,1.6834,0.8417,2.0,WIN,1.6566,1119.71,0.7547,0.498,0.357,0.2082,0.8417,3.6716,0.1
2025-10-01 14:00:00,LONG,69.18,120.37,1.6834,0.8417,2.0,WIN,1.7835,1121.49,0.7547,0.498,0.2813,0.2349,0.8417,3.6716,0.1075
2025-10-01 15:00:00,LONG,69.22,128.97,1.6834,0.8417,2.0,WIN,1.911,1123.4,0.7547,0.498,0.2956,0.2429,0.8417,3.6716,0.115
2025-10-01 16:00:00,LONG,66.42,129.19,1.7423,0.8712,2.0,LOSS,-1.3827,1122.02,0.7329,0.498,0.2813,0.2554,0.8712,3.6475,0.115
2025-10-02 00:00:00,LONG,65.16,129.03,1.7829,0.8915,2.0,LOSS,-1.4072,1120.61,0.7122,0.498,0.2956,0.2639,0.8915,4.6919,0.115
2025-10-02 04:00:00,LONG,64.75,120.47,1.7375,0.8687,2.0,LOSS,-1.2864,1119.32,0.7686,0.4824,0.3595,0.2347,0.8687,4.4301,0.1075
2025-10-02 18:45:00,LONG,64.0,120.33,1.772,0.886,2.0,LOSS,-1.3057,1118.02,0.7936,0.4943,0.3973,0.2951,0.886,6.3216,0.1075
2025-10-03 01:30:00,LONG,73.06,111.8,1.7154,0.8577,2.0,LOSS,-1.1816,1116.84,0.7647,0.4522,0.2956,0.2214,0.8577,5.6606,0.1
2025-10-03 03:30:00,LONG,73.0,103.31,1.7154,0.8577,2.0,LOSS,-1.0918,1115.75,0.7647,0.4943,0.3237,0.211,0.8577,5.6606,0.0925
2025-10-03 14:15:00,LONG,67.26,94.84,1.8504,0.9252,2.0,WIN,1.5635,1117.31,0.7228,0.498,0.357,0.213,0.9252,7.2524,0.085
2025-10-03 15:30:00,LONG,66.76,94.97,1.8504,0.9252,2.0,WIN,1.5657,1118.87,0.7228,0.4337,0.2956,0.2593,0.9252,7.2524,0.085
2025-10-03 16:30:00,LONG,68.84,103.5,1.9955,0.9977,2.0,LOSS,-1.2386,1117.64,0.708,0.498,0.2956,0.3436,0.9977,7.5245,0.0925
2025-10-04 00:45:00,LONG,62.5,95.0,1.8811,0.9406,2.0,LOSS,-1.0826,1116.55,0.6946,0.4337,0.2956,0.2143,0.9406,7.0074,0.085
2025-10-05 02:30:00,LONG,64.39,94.91,1.7216,0.8608,2.0,WIN,1.4425,1118.0,0.6762,0.498,0.2818,0.2017,0.8608,7.901,0.085
2025-10-05 03:30:00,LONG,64.65,95.03,1.7216,0.8608,2.0,WIN,1.4444,1119.44,0.6762,0.498,0.2956,0.2471,0.8608,7.901,0.085
2025-10-05 04:30:00,LONG,68.96,95.15,1.8128,0.9064,2.0,WIN,1.5329,1120.97,0.7015,0.4943,0.2956,0.2558,0.9064,8.624,0.085
2025-10-05 05:30:00,LONG,69.34,95.28,1.8128,0.9064,2.0,LOSS,-1.0534,1119.92,0.7015,0.4978,0.2956,0.3235,0.9064,8.624,0.085
2025-10-05 06:30:00,LONG,64.35,86.79,1.8128,0.9064,2.0,LOSS,-0.9595,1118.96,0.7015,0.4275,0.2956,0.2943,0.9064,8.624,0.0775
2026-01-05 00:30:00,LONG,65.0,78.33,1.6827,0.8414,2.0,WIN,1.1601,1120.12,0.75,0.4337,0.2956,0.2262,0.8414,3.4149,0.07
2026-01-05 01:30:00,LONG,68.61,78.41,1.6827,0.8414,2.0,LOSS,-0.8159,1119.3,0.75,0.498,0.2956,0.3044,0.8414,3.4149,0.07
2026-01-05 02:45:00,LONG,63.76,69.96,1.6827,0.8414,2.0,LOSS,-0.7279,1118.58,0.75,0.4275,0.2956,0.3011,0.8414,3.4149,0.0625
2026-01-05 09:15:00,LONG,62.12,61.52,1.6873,0.8437,2.0,WIN,0.914,1119.49,0.7529,0.4824,0.357,0.2003,0.8437,3.6311,0.055
2026-01-05 13:45:00,LONG,63.66,61.57,1.7952,0.8976,2.0,LOSS,-0.6753,1118.82,0.7049,0.4943,0.3403,0.2122,0.8976,4.5001,0.055
2026-01-05 15:30:00,LONG,61.26,53.14,1.7952,0.8976,2.0,LOSS,-0.5828,1118.23,0.7049,0.4337,0.2956,0.3518,0.8976,4.5001,0.0475
